emp_no,first_name,last_name,birth_date,title,from_date,to_date
458111,Florian,Tramer,1/23/1965,Engineer,11/7/1999,1/1/9999
458134,Thanasis,Standera,1/11/1965,Staff,3/20/1985,1/1/9999
458191,George,Atchley,1/28/1965,Staff,7/2/1997,1/1/9999
458383,Mabhin,Foote,1/6/1965,Engineer,4/23/1999,1/1/9999
458726,Shahaf,Kitai,1/13/1965,Senior Staff,12/26/1986,1/1/9999
458790,Ramya,Azadmanesh,1/17/1965,Senior Engineer,11/19/1988,1/1/9999
458919,Kaijung,Papadias,1/12/1965,Engineer,5/1/1999,4/12/2001
459172,Val,Rissanen,1/19/1965,Engineer,11/20/1993,1/1/9999
459356,Pramod,Wendorf,1/21/1965,Engineer,12/25/1998,1/1/9999
459429,Mohit,Verhaegen,1/14/1965,Senior Staff,5/27/1992,1/1/9999
459685,Hirochika,Goldhammer,2/1/1965,Engineer,3/12/1998,1/1/9999
459846,Yuping,Sethi,1/24/1965,Staff,12/28/1997,5/21/1999
460131,Adly,Hambrick,1/16/1965,Staff,7/25/1997,1/1/9999
460691,Munehiko,Gihr,1/16/1965,Senior Staff,12/6/1989,1/1/9999
460707,Yoshinari,Lanteri,1/7/1965,Engineer,12/25/1996,1/1/9999
460920,Remzi,Mitzlaff,1/22/1965,Senior Staff,4/6/1986,1/1/9999
461120,Shietung,Gelosh,1/18/1965,Senior Engineer,3/26/1996,4/1/2001
461270,Mrinalini,Mawatari,1/10/1965,Staff,1/3/1996,1/1/9999
461563,Sreenivas,Versino,1/29/1965,Senior Staff,8/24/1985,12/25/1988
461723,Deborah,Basawa,1/2/1965,Assistant Engineer,3/2/1992,3/16/1993
461801,Sumali,Cooman,1/3/1965,Staff,2/16/1992,4/18/1993
462067,Sampalli,Francisci,1/29/1965,Senior Staff,11/25/1994,10/17/2001
462493,Paloma,Gerlach,1/12/1965,Senior Engineer,7/26/1988,1/1/9999
462736,Larisa,Murtafg,1/14/1965,Staff,2/25/1991,6/4/1993
462795,Somnath,Cummings,1/5/1965,Staff,7/10/1994,1/1/9999
463023,Itzchak,Penn,1/6/1965,Staff,1/21/1999,1/1/9999
463099,Jinxi,Schmiedel,1/15/1965,Senior Staff,9/21/1990,1/1/9999
463212,Ramya,Rossi,1/9/1965,Senior Engineer,3/2/1987,9/2/2001
463472,Jaber,Sethi,1/11/1965,Technique Leader,6/6/1995,6/11/2000
463495,Alenka,Barriga,1/28/1965,Staff,5/6/1988,1/1/9999
464284,Huiqun,Henders,1/20/1965,Senior Staff,5/19/1993,1/1/9999
464303,Abdelghani,Nyrup,1/22/1965,Staff,8/2/1986,1/1/9999
464526,Berna,Comellas,1/2/1965,Staff,9/7/1995,2/18/2000
465062,Stafford,Gist,1/29/1965,Senior Engineer,5/7/1988,1/1/9999
465076,Tokuyasu,Ghelli,1/19/1965,Engineer,5/5/1985,1/1/9999
465085,Vidar,Gunderson,1/18/1965,Senior Staff,3/18/1996,1/1/9999
465409,Shahid,Varman,1/30/1965,Staff,8/27/1985,1/1/9999
465501,Mrinalini,Gire,1/5/1965,Staff,11/9/1992,1/1/9999
465711,Lakshmi,Frijda,1/6/1965,Senior Engineer,4/21/1990,1/1/9999
465853,Kwan,Kampfer,1/1/1965,Staff,10/16/1998,1/1/9999
465874,Herb,Picht,1/12/1965,Engineer,5/31/1985,1/1/9999
466064,Temple,Danlos,1/31/1965,Senior Staff,6/13/1994,1/1/9999
466367,Hiroyasu,Strandh,1/5/1965,Staff,6/5/1989,1/1/9999
466509,Bezalel,Verhoeff,1/26/1965,Senior Engineer,3/22/1988,1/1/9999
466603,Yechezkel,Nourani,1/23/1965,Staff,8/1/1991,1/1/9999
466745,Boalin,Birsak,1/26/1965,Staff,10/16/1995,1/1/9999
466911,Stepehn,Markovitch,1/11/1965,Staff,8/13/1991,8/7/1995
467176,Przemyslawa,Borovoy,1/5/1965,Staff,6/18/1993,1/1/9999
467269,Nahum,Lambe,1/18/1965,Technique Leader,8/31/1989,1/1/9999
467392,Mariusz,Rikino,1/7/1965,Engineer,4/13/1995,1/1/9999
467441,Margareta,Bondorf,1/13/1965,Engineer,11/7/1988,1/1/9999
467591,Kiyotoshi,Hennebert,1/17/1965,Staff,3/6/2001,1/1/9999
467886,Sivanarayana,Chandrasekhar,1/2/1965,Senior Staff,1/24/1996,1/1/9999
467918,Tsuneo,Skrikant,1/3/1965,Staff,10/21/1997,1/1/9999
468360,Huei,Saoudi,1/12/1965,Technique Leader,8/10/1994,1/1/9999
468417,Kamakshi,Huhdanpaa,1/25/1965,Senior Engineer,8/26/1993,1/1/9999
468659,Ranga,Lemarechal,1/18/1965,Senior Engineer,11/5/1989,1/1/9999
468763,Sachin,Zlotek,1/12/1965,Senior Engineer,3/11/1985,8/9/1990
468773,Baziley,Brookner,1/27/1965,Engineer,9/22/1993,1/1/9999
469104,Nadjib,Comellas,1/21/1965,Engineer,1/22/1999,1/1/9999
469253,Baruch,Basawa,1/17/1965,Senior Engineer,9/17/1993,1/1/9999
469269,Weiyi,Codenie,1/23/1965,Senior Engineer,5/27/1989,1/1/9999
469366,Aiman,Wilfing,1/12/1965,Engineer,12/30/1990,1/1/9999
469399,Hongzhu,Ruemmler,1/25/1965,Engineer,6/6/2000,1/1/9999
469527,Halsur,Ibel,1/24/1965,Staff,3/5/1998,1/1/9999
469529,Neven,Rikino,1/7/1965,Engineer,10/21/1988,1/1/9999
469735,Arif,Stranks,1/30/1965,Senior Engineer,11/16/1992,1/1/9999
469805,Chaosheng,Shobatake,1/21/1965,Staff,7/3/1991,9/15/2001
469867,Hein,Jonsson,1/23/1965,Senior Staff,2/12/1985,1/1/9999
470456,Reuven,Oehlmann,1/13/1965,Staff,3/29/1986,1/1/9999
470472,Zhiguo,Staudhammer,2/1/1965,Senior Engineer,12/3/1985,1/1/9999
471397,Nigel,Zirintsis,2/1/1965,Engineer,1/3/1999,7/23/1999
471532,Feiyu,Decleir,1/17/1965,Technique Leader,9/13/1998,1/1/9999
471552,Basem,Lortz,1/22/1965,Staff,10/25/1997,1/1/9999
471911,Arun,Zaccaria,1/14/1965,Assistant Engineer,5/31/1990,1/1/9999
471939,Kazuhiko,Marshall,1/27/1965,Staff,6/4/2001,1/1/9999
472052,Godehard,Chinal,1/26/1965,Assistant Engineer,12/9/1995,1/1/9999
472143,Yahiko,Sommen,1/25/1965,Senior Staff,8/14/1996,1/1/9999
472238,Jungsoon,Gubsky,1/31/1965,Senior Engineer,10/9/1990,1/1/9999
472440,Xuejia,Leppanen,1/30/1965,Staff,8/25/1998,10/25/2000
472790,Zhenbing,Ibel,1/23/1965,Senior Engineer,10/29/1985,1/1/9999
472950,Weidon,Fordan,1/29/1965,Senior Engineer,3/27/1986,1/1/9999
473268,Hugo,Sgarro,1/1/1965,Senior Staff,4/24/1992,1/1/9999
473299,Khaled,Penn,1/12/1965,Staff,5/19/1992,1/1/9999
473490,Pantung,Reeker,1/6/1965,Staff,5/11/1992,1/1/9999
473824,Shin,Puoti,1/22/1965,Staff,12/20/1996,5/9/1999
473940,Avishai,Majewski,1/16/1965,Engineer,1/10/1998,1/1/9999
474162,Ung,Taubenfeld,1/31/1965,Engineer,10/14/1999,6/30/2001
474257,Sungwon,Kornyak,1/24/1965,Staff,4/4/1991,10/23/1994
474331,Sugwoo,Eugenio,1/29/1965,Senior Staff,10/6/1991,3/2/1994
474372,Monique,Cyre,1/13/1965,Staff,2/13/1986,10/11/1994
474763,Mayuko,Clouatre,1/7/1965,Engineer,9/4/1997,1/1/9999
474796,Zongyan,Shackel,1/10/1965,Technique Leader,8/17/1987,1/1/9999
474918,Rasikan,Khalil,1/15/1965,Engineer,2/10/1985,3/11/1985
475087,Genevieve,Snedden,1/31/1965,Senior Engineer,10/21/1988,1/1/9999
475258,Fumiyo,Feinberg,1/10/1965,Staff,11/22/1987,2/12/2000
475538,Christophe,Leaver,1/15/1965,Staff,10/31/1998,1/1/9999
475938,Shigeaki,Lanteri,1/14/1965,Engineer,2/17/1989,1/1/9999
475965,Rimon,Pietracaprina,1/2/1965,Engineer,7/10/1985,1/1/9999
476055,Girolamo,Schlumberger,1/3/1965,Senior Staff,3/7/1993,1/1/9999
476122,Khun,Spieker,1/4/1965,Engineer,5/7/1995,1/1/9999
476327,Reinhold,Binkley,1/31/1965,Senior Engineer,5/29/1995,1/1/9999
476361,Doohun,Preusig,1/9/1965,Technique Leader,4/13/1985,4/28/1993
476488,Yuping,Kuhnemann,1/30/1965,Technique Leader,12/13/1986,7/7/1994
477350,Terresa,Vigier,1/1/1965,Staff,7/8/1998,1/1/9999
477352,Nikolaos,Lorch,1/12/1965,Engineer,4/17/1999,3/7/2002
477578,Marit,Paludetto,1/23/1965,Senior Engineer,9/30/1990,1/1/9999
477969,Bluma,Mundy,1/18/1965,Engineer,10/18/1991,1/1/9999
478007,Fumino,Narahara,1/6/1965,Senior Engineer,9/21/1991,1/1/9999
478170,Doowon,Schoegge,1/22/1965,Assistant Engineer,5/29/1994,4/13/1995
478218,Djenana,Erol,1/2/1965,Engineer,1/31/1999,12/3/1999
478439,Yuichiro,Bale,1/15/1965,Technique Leader,11/4/1997,1/1/9999
478768,Arun,Katzenelson,1/3/1965,Senior Engineer,10/28/1991,1/1/9999
478799,Shaw,Borovoy,1/18/1965,Senior Staff,5/11/1991,1/1/9999
478833,Pradeep,Valiente,1/30/1965,Engineer,9/19/1992,1/1/9999
478858,Hidekazu,Perna,1/20/1965,Staff,11/8/1999,1/1/9999
479024,Ewing,Kalorkoti,1/3/1965,Engineer,12/21/1996,1/1/9999
479407,Randi,Tomescu,1/18/1965,Senior Engineer,11/25/1986,1/1/9999
479601,Kayoko,Bahi,1/19/1965,Staff,2/19/1997,1/1/9999
479695,Masamitsu,Murrill,1/6/1965,Staff,6/23/1999,1/1/9999
480035,Sukumar,Georg,1/26/1965,Staff,8/26/1990,1/1/9999
480066,Suebskul,Menhardt,1/31/1965,Senior Engineer,7/26/1994,1/1/9999
480178,Uinam,Rahier,1/3/1965,Staff,2/10/1991,1/1/9999
480268,Gaurav,Cheshire,1/18/1965,Technique Leader,3/30/1989,1/1/9999
480407,Deniz,Bennis,1/1/1965,Senior Engineer,6/24/1989,1/1/9999
480571,Anoosh,Wielonsky,1/9/1965,Engineer,8/4/1994,8/1/1996
481050,Weiru,Burnard,1/16/1965,Senior Staff,10/15/1990,1/1/9999
481148,Gina,Decaestecker,1/18/1965,Engineer,6/20/1986,5/25/1989
481213,Shigehiro,Haldar,1/8/1965,Senior Staff,12/14/1991,1/1/9999
481397,Luisa,Chelton,1/31/1965,Assistant Engineer,8/13/1998,1/1/9999
481399,Amabile,Crelier,1/5/1965,Staff,1/14/1999,4/7/2000
481467,Margareta,Polajnar,1/3/1965,Staff,2/24/1989,7/1/1996
481764,Teiji,Marrakchi,1/27/1965,Senior Engineer,8/26/1986,1/1/9999
481790,Haldun,Erie,1/22/1965,Senior Engineer,9/12/1996,1/1/1999
481807,Taegyun,Vieri,1/23/1965,Senior Engineer,6/17/1988,3/3/1989
482278,Sven,Hinsberger,1/2/1965,Senior Engineer,7/24/1992,7/26/1994
482335,Kwangyoen,Peck,1/26/1965,Engineer,1/16/1994,1/1/9999
482354,Jayson,Zockler,1/23/1965,Staff,11/6/1999,1/1/9999
482755,Jouni,Conia,1/3/1965,Staff,10/31/1994,1/1/9999
482756,Shaowei,Back,1/2/1965,Senior Staff,7/30/1996,12/21/1998
482885,Shaunak,Brizzi,1/29/1965,Engineer,9/2/1988,1/1/9999
482905,Aral,Hebden,1/16/1965,Senior Staff,9/10/1991,1/1/9999
482944,Duke,Journel,1/26/1965,Staff,10/26/1991,1/1/9999
483213,Phillip,Munch,1/16/1965,Technique Leader,9/2/1991,4/1/1998
483401,Rosita,Pokrovskii,1/10/1965,Senior Staff,8/3/1996,1/1/9999
483675,Hausi,Kamber,1/22/1965,Senior Engineer,2/16/1988,1/1/9999
483825,Marek,Mitchem,1/22/1965,Senior Engineer,11/20/1992,1/1/9999
483838,Sham,Kavanagh,1/3/1965,Assistant Engineer,12/18/1997,1/1/9999
483978,Dung,Tanemo,1/24/1965,Staff,1/28/1990,1/1/9999
484126,Manton,Lueh,1/5/1965,Senior Staff,4/7/1989,1/1/9999
484142,Perry,Cooman,1/5/1965,Staff,4/23/1987,1/1/9999
484498,Herbert,Hammerschmidt,1/26/1965,Senior Engineer,8/22/1996,1/1/9999
484756,Phule,Ruemmler,1/16/1965,Engineer,8/9/1990,1/1/9999
485253,Gladys,Parhami,1/14/1965,Senior Staff,7/20/1996,1/1/9999
485489,Keiichiro,Armand,1/1/1965,Senior Engineer,12/14/1986,1/1/9999
485577,Rafael,Menhoudj,1/30/1965,Senior Engineer,4/27/1997,1/1/9999
485579,Munehiro,Iwayama,1/18/1965,Engineer,12/16/1986,1/1/9999
485799,Yoshimitsu,Litvinov,1/27/1965,Senior Staff,11/22/1997,1/1/9999
485817,Mahmut,Bolotov,1/29/1965,Engineer,2/21/1997,1/1/9999
486068,Yefim,Bernardeschi,1/11/1965,Staff,6/26/1996,1/1/9999
486808,Geoffrey,Siochi,1/5/1965,Senior Engineer,12/27/1998,1/1/9999
486918,Yagil,Remmers,1/18/1965,Senior Staff,11/1/1994,1/1/9999
486955,Jaber,Feldmann,1/9/1965,Engineer,5/23/1997,8/5/1998
486956,Matt,Ruemmler,1/1/1965,Engineer,10/14/1993,1/1/9999
486958,Tonny,Kropf,1/6/1965,Senior Engineer,7/30/1986,1/1/9999
487008,Zhigen,Raney,1/22/1965,Senior Staff,5/26/1993,1/1/9999
487505,Uno,Jayawardene,1/20/1965,Staff,11/2/1987,1/1/9999
487856,Jaewon,Mansanne,1/18/1965,Engineer,5/22/1999,4/29/2000
487988,Ekawit,Schaft,1/5/1965,Staff,5/20/1990,1/1/9999
488095,Francoise,Hegner,1/24/1965,Senior Staff,12/23/1997,1/1/9999
488115,Leah,Luke,1/29/1965,Assistant Engineer,8/23/1995,9/27/1995
488142,Denis,Narlikar,1/5/1965,Staff,7/1/1991,1/1/9999
488414,Changho,Gaughan,1/10/1965,Engineer,6/21/1987,7/13/1991
488482,Kensyu,Tsunoo,1/30/1965,Engineer,12/5/1999,1/1/9999
488540,Breannda,Maquelin,1/22/1965,Senior Staff,4/12/1996,1/1/9999
488619,Georgy,Bennis,1/25/1965,Engineer,4/11/1998,1/1/9999
488632,Irena,Baalen,1/20/1965,Staff,11/22/1999,2/10/2001
488693,Jiong,Zultner,1/27/1965,Senior Engineer,3/10/1993,1/1/9999
488707,Mihalis,Remmers,1/16/1965,Staff,3/1/1990,1/1/9999
488752,Nimmagadda,Baja,1/23/1965,Staff,2/9/1994,1/1/9999
488788,Wuxu,Garigliano,1/12/1965,Staff,9/21/1990,1/1/9999
488984,Kendra,Junet,1/18/1965,Senior Staff,2/28/1986,11/12/1992
489465,Bogdan,Pepe,1/17/1965,Engineer,2/15/1995,11/6/1998
489755,Matk,Chorvat,1/14/1965,Staff,12/30/1994,12/4/1999
489756,Kersti,Miculan,1/1/1965,Staff,6/9/1992,1/1/9999
489928,Satoru,Janetzko,1/28/1965,Assistant Engineer,7/26/1997,1/1/9999
490240,Kazunori,Orlowska,1/18/1965,Staff,6/18/1996,10/26/2000
490551,Lalit,Lindqvist,1/1/1965,Engineer,11/7/1998,1/1/9999
490557,Luise,Vigier,1/27/1965,Engineer,7/1/1994,1/1/9999
490568,Zita,Reistad,1/1/1965,Senior Engineer,7/23/1998,1/1/9999
490720,Younwoo,Samarati,1/19/1965,Senior Engineer,8/19/1996,5/18/2002
491079,Kwangsub,Keirsey,1/6/1965,Senior Engineer,2/4/1992,1/1/9999
491162,Panayotis,Hempstead,1/14/1965,Senior Engineer,8/29/1994,1/1/9999
491478,Gill,Varman,1/16/1965,Senior Staff,6/18/1988,1/1/9999
491494,Saniya,Broomell,1/19/1965,Staff,8/4/1992,9/2/1997
491596,Charmane,Pargas,1/21/1965,Senior Engineer,7/29/1988,8/3/1992
491632,Gadiel,Perly,1/1/1965,Senior Staff,10/20/1986,1/1/9999
492000,Valeska,Cools,1/10/1965,Senior Staff,12/16/1993,1/1/9999
492052,Udo,Ratnakar,1/11/1965,Staff,11/30/1999,1/1/9999
492217,Heekeun,Verhaegen,1/16/1965,Senior Engineer,9/28/1991,1/1/9999
492639,Sanjoy,Porenta,1/30/1965,Engineer,7/10/1997,1/1/9999
492677,Goetz,McAffer,1/26/1965,Senior Engineer,2/5/1988,1/1/9999
493031,Hironoby,Jakobus,1/23/1965,Senior Staff,7/30/1991,1/1/9999
493048,Muzhong,Berztiss,1/31/1965,Senior Staff,1/23/1995,1/1/9999
493096,Sachem,Msuda,1/31/1965,Engineer,4/7/1995,1/1/9999
493278,Shaleah,Pileggi,1/28/1965,Engineer,2/10/1999,10/30/1999
493744,Leni,Kropatsch,1/14/1965,Senior Engineer,7/17/1997,1/1/9999
494019,Morrie,Iisaku,1/16/1965,Staff,5/6/1991,1/1/9999
494088,Phule,Dahlbom,1/10/1965,Senior Engineer,2/6/1989,1/1/9999
494493,Masasuke,Koprowski,1/10/1965,Staff,11/20/1996,1/1/9999
494978,Bezalel,Himler,1/23/1965,Staff,7/9/1999,6/12/2002
494995,Yongmao,Pouyioutas,1/4/1965,Staff,8/24/1989,1/1/9999
495969,Geoffrey,Panienski,1/1/1965,Senior Engineer,11/28/1988,6/7/1998
496100,Pranjal,Reinhard,1/7/1965,Staff,5/8/1995,1/1/9999
496970,Giordano,Maquelin,1/3/1965,Senior Engineer,12/31/1999,1/1/9999
496978,Danco,Debuse,1/30/1965,Staff,9/10/1993,1/1/9999
497007,Oldrich,Adachi,1/23/1965,Engineer,4/3/1997,8/9/1998
497174,Sanjiv,Bressoud,1/2/1965,Engineer,4/27/1993,1/1/9999
497340,Fayez,Keohane,1/6/1965,Senior Staff,9/19/1990,1/1/9999
497391,Paris,Lieblein,1/30/1965,Engineer,5/19/1999,1/1/9999
497409,Reinhard,Erde,1/21/1965,Engineer,12/4/1992,3/13/1996
497660,Gritta,Petereit,1/2/1965,Senior Engineer,4/6/1985,9/5/1994
497835,Shuho,Laurillard,1/29/1965,Technique Leader,10/6/1999,1/1/9999
498185,Caolyn,Marciano,1/19/1965,Senior Engineer,6/6/1999,1/1/9999
498337,Naraig,Docker,1/30/1965,Staff,5/17/1997,1/1/9999
498456,Geraldo,Gerteisen,1/17/1965,Staff,6/5/1987,1/1/9999
498635,Florian,Pezzoli,1/9/1965,Senior Staff,7/22/1988,1/1/9999
498838,Sanjay,Ciolek,1/16/1965,Staff,12/13/1989,1/1/9999
498845,Arumugam,Pelc,1/9/1965,Senior Engineer,11/13/1999,1/1/9999
498955,Nechama,Kandlur,1/13/1965,Senior Engineer,1/16/1995,1/1/9999
499160,Urs,Rande,1/12/1965,Staff,1/25/1990,3/1/1991
499194,Padma,Delgrange,1/29/1965,Senior Staff,1/2/1998,8/27/1999
499260,Danae,Honglei,1/11/1965,Engineer,9/14/1998,1/1/9999
499495,Baoqiu,Kakkar,1/14/1965,Engineer,8/30/1999,1/1/9999
